2.414323855084169554e+04, 2.290276840568722383e-01
2.597613882171045407e+04, 2.381927364209733278e-01
2.794818875122489044e+04, 2.480365647749903646e-01
3.006995226793526308e+04, 2.586989336327362166e-01
3.235279529004456344e+04, 2.703435789069307815e-01
3.480894661065589753e+04, 2.831567044447916848e-01
3.745156340529064619e+04, 2.973416878201681213e-01
4.029480171258984046e+04, 3.131094329093959683e-01
4.335389226575152861e+04, 3.306636019590897257e-01
4.664522208092003711e+04, 3.501808190182552072e-01
5.018642223958190152e+04, 3.717880407818020538e-01
5.399646233520348324e+04, 3.955390061361956922e-01
5.809575209004455246e+04, 4.213947242335152055e-01
6.250625068649133027e+04, 4.492122578035044334e-01
6.725158439857803751e+04, 4.787446301591270492e-01
7.235717315382850938e+04, 5.096535122936305395e-01
7.785036670338759723e+04, 5.415338357615034903e-01
8.376059112988223205e+04, 5.739407590096921030e-01
9.011950647782905435e+04, 6.064279286048717132e-01
9.696117635098753090e+04, 6.385732255685536707e-01
1.043222503851619113e+05, 6.700027934904067006e-01
1.122421605739271909e+05, 7.004056945864249872e-01
1.207633324989618268e+05, 7.295405578806613001e-01
1.299314125965113199e+05, 7.572353894005054986e-01
1.397955126774096861e+05, 7.833824041436862062e-01
1.504084730105100025e+05, 8.079304944400430566e-01
1.618271453788161743e+05, 8.308721946329191699e-01
1.741126976245984551e+05, 8.522410219198948145e-01
1.873309413148879248e+05, 8.720932942430119628e-01
2.015526842825970962e+05, 8.905060430097473390e-01
2.168541099317678891e+05, 9.075686237509300591e-01
2.333171853388194577e+05, 9.233767792361302629e-01
2.510301003359232855e+05, 9.380299573390297185e-01
2.700877399285986321e+05, 9.516257533573022620e-01
2.905921925781873870e+05, 9.642646682426367910e-01
3.126532970719893347e+05, 9.760418234575592988e-01
3.363892309105456225e+05, 9.870513247727963346e-01
3.619271433639590978e+05, 9.973851545897379767e-01
3.894038365884242230e+05, 1.007134851861678504e+00
4.189664984515889664e+05, 1.016390144614427449e+00
4.507734909923672676e+05, 1.025239018288413684e+00
4.849951987388436683e+05, 1.033776246833066237e+00
5.218149414285618113e+05, 1.042095971802963428e+00
5.614299560204808367e+05, 1.050308463283323723e+00
6.040524532590669114e+05, 1.058540189717358082e+00
6.499107544503494864e+05, 1.066956625075091036e+00
6.992505145394547144e+05, 1.075783282426346021e+00
7.523360380414293613e+05, 1.085351004683403620e+00
8.094516948745674454e+05, 1.096145427097508840e+00
8.709034436806135345e+05, 1.108876723065500780e+00
9.370204707920025103e+05, 1.124559603867792967e+00
1.008156953625800204e+06, 1.144595790598662566e+00
1.084693957950538257e+06, 1.170843841851177292e+00
1.167041479189271806e+06, 1.205659489421871067e+00
1.255640638693766668e+06, 1.251863954791814670e+00
1.350966046754873358e+06, 1.312646534170658130e+00
1.453528345007324591e+06, 1.391338704459355702e+00
1.563876941848176531e+06, 1.491096649327772417e+00
1.682602955522054574e+06, 1.614554446101647667e+00
1.810342380638799397e+06, 1.763372727157530573e+00
1.947779495085998205e+06, 1.937963858480863610e+00
2.095650525586638367e+06, 2.137341105971859445e+00
2.254747591537639499e+06, 2.359204000297251635e+00
2.425922948255719151e+06, 2.600193619216368379e+00
2.610093552360926755e+06, 2.856378362091879453e+00
2.808245973753804341e+06, 3.123744881781943761e+00
3.021441680498789065e+06, 3.398571519253857698e+00
3.250822724924053997e+06, 3.677823377420013085e+00
3.497617861397238448e+06, 3.959292105736270440e+00
3.763149128548923880e+06, 4.241665701804235411e+00
4.048838931203688029e+06, 4.524484769349257363e+00
4.356217659955407493e+06, 4.807994246208941114e+00
4.686931889203545637e+06, 5.093082001375333512e+00
5.042753197565887123e+06, 5.381085667278765250e+00
5.425587657917130738e+06, 5.673693222679733417e+00
5.837486047889830545e+06, 5.972841918916700799e+00
6.280654835533560254e+06, 6.280639318103624191e+00
6.757467998980570585e+06, 6.599269515360963290e+00
7.270479743433829397e+06, 6.931002696473397506e+00
7.822438183600138873e+06, 7.278147082862584938e+00
8.416300064862748608e+06, 7.642994941765827832e+00
9.055246602052221075e+06, 8.027866451765055089e+00
9.742700520661093295e+06, 8.435077720892387276e+00
1.048234439178916067e+07, 8.866941382364702307e+00
1.127814035903648660e+07, 9.325765620207906892e+00
1.213435136301768944e+07, 9.813822472761538407e+00
1.305556397719353065e+07, 1.033330534297489223e+01
1.404671297734737210e+07, 1.088626419389156297e+01
1.511310777632093988e+07, 1.147450200004852050e+01
1.626046086561565287e+07, 1.209945803038489842e+01
1.749491841621624306e+07, 1.276207766224335671e+01
1.882309320255996287e+07, 1.346267994753567621e+01
2.025210002601933107e+07, 1.420085745934803612e+01
2.178959382765589654e+07, 1.497533389700560136e+01
2.344381069440836459e+07, 1.578409166801240993e+01
2.522361197837815806e+07, 1.662421193277577558e+01
2.713853176555170119e+07, 1.749193273078208932e+01
2.919882794824116305e+07, 1.838293668204178744e+01
3.141553717482981086e+07, 1.929221892683520423e+01
3.380053397117823362e+07, 2.021435735043818838e+01
