2.414323855084169554e+04, 2.611590810738392832e-01
2.597613882171045407e+04, 2.542859664075186044e-01
2.794818875122489044e+04, 2.476211797338911391e-01
3.006995226793526308e+04, 2.411082903303157221e-01
3.235279529004456344e+04, 2.346909919552176704e-01
3.480894661065589753e+04, 2.283138065896599955e-01
3.745156340529064619e+04, 2.219242571514071782e-01
4.029480171258984046e+04, 2.154755150652234719e-01
4.335389226575152861e+04, 2.089295926143997784e-01
4.664522208092003711e+04, 2.022608695912414267e-01
5.018642223958190152e+04, 1.954588123682796663e-01
5.399646233520348324e+04, 1.885304169278154973e-01
5.809575209004455246e+04, 1.815008193558962923e-01
6.250625068649133027e+04, 1.744119366003284155e-01
6.725158439857803751e+04, 1.673194059091511199e-01
7.235717315382850938e+04, 1.602878116491823213e-01
7.785036670338759723e+04, 1.533848469112866486e-01
8.376059112988223205e+04, 1.466766506414959870e-01
9.011950647782905435e+04, 1.402214919921587755e-01
9.696117635098753090e+04, 1.340672996709636744e-01
1.043222503851619113e+05, 1.282493348707905989e-01
1.122421605739271909e+05, 1.227896360718465779e-01
1.207633324989618268e+05, 1.176976129017674177e-01
1.299314125965113199e+05, 1.129715064635766486e-01
1.397955126774096861e+05, 1.086003992494027071e-01
1.504084730105100025e+05, 1.045663375850797161e-01
1.618271453788161743e+05, 1.008472567753521815e-01
1.741126976245984551e+05, 9.741779849870681185e-02
1.873309413148879248e+05, 9.425273210839890670e-02
2.015526842825970962e+05, 9.132727361881219641e-02
2.168541099317678891e+05, 8.861846286212995971e-02
2.333171853388194577e+05, 8.610558529614988077e-02
2.510301003359232855e+05, 8.377054317127159699e-02
2.700877399285986321e+05, 8.159801502689782715e-02
2.905921925781873870e+05, 7.957396900031991904e-02
3.126532970719893347e+05, 7.768664918080936399e-02
3.363892309105456225e+05, 7.592526985677354456e-02
3.619271433639590978e+05, 7.427988313709563140e-02
3.894038365884242230e+05, 7.274062833358169167e-02
4.189664984515889664e+05, 7.129827174101838194e-02
4.507734909923672676e+05, 6.994395403419824409e-02
4.849951987388436683e+05, 6.866792349858651112e-02
5.218149414285618113e+05, 6.746162953663925599e-02
5.614299560204808367e+05, 6.631557364841705882e-02
6.040524532590669114e+05, 6.522132097797282702e-02
6.499107544503494864e+05, 6.417038700556537689e-02
6.992505145394547144e+05, 6.315537236636999119e-02
7.523360380414293613e+05, 6.216885801025939101e-02
8.094516948745674454e+05, 6.120435487217978227e-02
8.709034436806135345e+05, 6.025620737338623772e-02
9.370204707920025103e+05, 5.931968942610534035e-02
1.008156953625800204e+06, 5.839110435494020146e-02
1.084693957950538257e+06, 5.746798514815242703e-02
1.167041479189271806e+06, 5.654876572784670041e-02
1.255640638693766668e+06, 5.563369928830966260e-02
1.350966046754873358e+06, 5.472399846662220901e-02
1.453528345007324591e+06, 5.382238536648503019e-02
1.563876941848176531e+06, 5.293259575232013570e-02
1.682602955522054574e+06, 5.205812673069471624e-02
1.810342380638799397e+06, 5.120338288602974131e-02
1.947779495085998205e+06, 5.037193793508761702e-02
2.095650525586638367e+06, 4.956639552688631850e-02
2.254747591537639499e+06, 4.878792102790215079e-02
2.425922948255719151e+06, 4.803636078563965767e-02
2.610093552360926755e+06, 4.731001107213308327e-02
2.808245973753804341e+06, 4.660568850985642719e-02
3.021441680498789065e+06, 4.592022707678415638e-02
3.250822724924053997e+06, 4.524973058225287975e-02
3.497617861397238448e+06, 4.459049066675157408e-02
3.763149128548923880e+06, 4.393902498222769515e-02
4.048838931203688029e+06, 4.329235945453534240e-02
4.356217659955407493e+06, 4.264808542638726108e-02
4.686931889203545637e+06, 4.200420741133491231e-02
5.042753197565887123e+06, 4.135913685394004141e-02
5.425587657917130738e+06, 4.071174924853301902e-02
5.837486047889830545e+06, 4.006124425085506174e-02
6.280654835533560254e+06, 3.940701587920461546e-02
6.757467998980570585e+06, 3.874881018454648385e-02
7.270479743433829397e+06, 3.808643992344407092e-02
7.822438183600138873e+06, 3.741985826611790578e-02
8.416300064862748608e+06, 3.674921283628168611e-02
9.055246602052221075e+06, 3.607463615405556018e-02
9.742700520661093295e+06, 3.539624910556410375e-02
1.048234439178916067e+07, 3.471403692086982157e-02
1.127814035903648660e+07, 3.402766035618317447e-02
1.213435136301768944e+07, 3.333629558144837746e-02
1.305556397719353065e+07, 3.263843051035458104e-02
1.404671297734737210e+07, 3.193167971427386675e-02
1.511310777632093988e+07, 3.121270602085708321e-02
1.626046086561565287e+07, 3.047723207718982738e-02
1.749491841621624306e+07, 2.972019815133312981e-02
1.882309320255996287e+07, 2.893608201580553929e-02
2.025210002601933107e+07, 2.811932009041189992e-02
2.178959382765589654e+07, 2.726490314612072322e-02
2.344381069440836459e+07, 2.636865865165644723e-02
2.522361197837815806e+07, 2.542796311092399356e-02
2.713853176555170119e+07, 2.444205444710874364e-02
2.919882794824116305e+07, 2.341196140094971984e-02
3.141553717482981086e+07, 2.234085402364580780e-02
3.380053397117823362e+07, 2.123374838606836498e-02
